cik_str,ticker,title
863436,BHE,BENCHMARK ELECTRONICS INC
863894,VERU,VERU INC.
864240,SYPR,SYPRIS SOLUTIONS INC
864509,MOC,COMMAND SECURITY CORP
864749,TRMB,TRIMBLE INC.
865058,NSEC,NATIONAL SECURITY GROUP INC
865752,MNST,Monster Beverage Corp
866028,PLM,POLYMET MINING CORP
866273,MTRX,MATRIX SERVICE CO
866368,PSB-PZ,PS BUSINESS PARKS INC/CA
866368,PSB,PS BUSINESS PARKS INC/CA
866368,PSB-PW,PS BUSINESS PARKS INC/CA
866368,PSB-PX,PS BUSINESS PARKS INC/CA
866368,PSB-PY,PS BUSINESS PARKS INC/CA
866374,FLEX,FLEX LTD.
866439,DPLS,"DarkPulse, Inc."
866609,IO,ION GEOPHYSICAL CORP
866706,ESE,ESCO TECHNOLOGIES INC
866729,SCHL,SCHOLASTIC CORP
866787,AZO,AUTOZONE INC
866829,HLX,HELIX ENERGY SOLUTIONS GROUP INC
867028,ETFM,FOMO CORP.
867038,SPND,SPINDLETOP OIL & GAS CO
867665,AXAS,ABRAXAS PETROLEUM CORP
867773,SPWR,SUNPOWER CORP
867840,PEYE,"PRECISION OPTICS CORPORATION, INC."
868271,SVBI,SEVERN BANCORP INC
868278,PRPH,"ProPhase Labs, Inc."
868671,GBCI,"GLACIER BANCORP, INC."
868675,TU,TELUS CORP
868725,RTK,"RENTECH, INC."
868780,DORM,"Dorman Products, Inc."
868822,CRCUF,CANARC RESOURCE CORP
868857,ACM,AECOM
869425,ADRNY,Royal Ahold Delhaize
869495,DWOG,DEEP WELL OIL & GAS INC
869531,ADGO,Advantego Corp
870385,CARO,CAROLINA FINANCIAL CORP
870753,NMRX,NUMEREX CORP /PA/
870826,IMBI,"iMedia Brands, Inc."
871763,MAN,ManpowerGroup Inc.
872589,REGN,"REGENERON PHARMACEUTICALS, INC."
872912,DCTH,"DELCATH SYSTEMS, INC."
873044,RSYS,RADISYS CORP
873303,SRPT,"Sarepta Therapeutics, Inc."
873860,OCN,OCWEN FINANCIAL CORP
874015,IONS,IONIS PHARMACEUTICALS INC
874238,STRL,STERLING CONSTRUCTION CO INC
874292,AEY,ADDVANTAGE TECHNOLOGIES GROUP INC
874396,LCUT,"LIFETIME BRANDS, INC"
874499,GPOR,GULFPORT ENERGY CORP
874501,AMBC,AMBAC FINANCIAL GROUP INC
874501,AMBC-WT,AMBAC FINANCIAL GROUP INC
874710,AHPI,ALLIED HEALTHCARE PRODUCTS INC
874716,IDXX,IDEXX LABORATORIES INC /DE
874761,AES,AES CORP
874766,HGH,"HARTFORD FINANCIAL SERVICES GROUP, INC."
874766,HIG,"HARTFORD FINANCIAL SERVICES GROUP, INC."
874766,HIG-PG,"HARTFORD FINANCIAL SERVICES GROUP, INC."
874866,CRVL,CORVEL CORP
874977,STFC,State Auto Financial CORP
875045,BIIB,BIOGEN INC.
875320,VRTX,VERTEX PHARMACEUTICALS INC / MA
875355,ISIG,INSIGNIA SYSTEMS INC/MN
875357,BOKF,BOK FINANCIAL CORP ET AL
875582,NTIC,NORTHERN TECHNOLOGIES INTERNATIONAL CORP
875622,BSTC,BIOSPECIFICS TECHNOLOGIES CORP
875657,ULBI,ULTRALIFE CORP
875729,BNET,BION ENVIRONMENTAL TECHNOLOGIES INC
876167,PRGS,PROGRESS SOFTWARE CORP /MA
876343,LCTX,"Lineage Cell Therapeutics, Inc."
876378,TRXC,"TRANSENTERIX, INC."
876378,TRXDW,"TRANSENTERIX, INC."
876427,MNRO,"MONRO, INC."
876437,MTG,MGIC INVESTMENT CORP
876523,EZPW,EZCORP INC
876779,MGIC,MAGIC SOFTWARE ENTERPRISES LTD
876883,MDCA,MDC PARTNERS INC
877212,ZBRA,ZEBRA TECHNOLOGIES CORP
877365,OSB,Norbord Inc.
877422,SPTN,SpartanNash Co
877860,NHI,NATIONAL HEALTH INVESTORS INC
877890,CTXS,CITRIX SYSTEMS INC
878079,BONT,BON TON STORES INC
878518,TGB,TASEKO MINES LTD
878526,NTUS,NATUS MEDICAL INC
878726,TUES,TUESDAY MORNING CORP/DE
878726,TUESQ,TUESDAY MORNING CORP/DE
878828,WTT,WIRELESS TELECOM GROUP INC
878927,ODFL,"OLD DOMINION FREIGHT LINE, INC."
878932,EQS,"EQUUS TOTAL RETURN, INC."
879101,KIM,KIMCO REALTY CORP
879101,KIM-PL,KIMCO REALTY CORP
879101,KIM-PM,KIMCO REALTY CORP
879169,INCY,INCYTE CORP
879407,ARWR,"ARROWHEAD PHARMACEUTICALS, INC."
879526,WNC,WABASH NATIONAL Corp
879575,TNH,TERRA NITROGEN CO L P /DE
879585,ATNI,"ATN International, Inc."
879635,MPB,MID PENN BANCORP INC
879682,VIVE,"VIVEVE MEDICAL, INC."
879764,TOT,TOTAL S.A.
879911,AERG,"APPLIED ENERGETICS, INC."
880117,JBSS,SANFILIPPO JOHN B & SON INC
880224,ITPOF,INTERTAPE POLYMER GROUP INC
880242,BLGO,"BIOLARGO, INC."
880266,AGCO,AGCO CORP /DE
880417,CSBB,CSB BANCORP INC /OH
880432,MSON,MISONIX INC
880631,WETF,"WisdomTree Investments, Inc."
880641,EFSI,EAGLE FINANCIAL SERVICES INC
880771,SCLN,SCICLONE PHARMACEUTICALS INC
880807,AMSC,AMERICAN SUPERCONDUCTOR CORP /DE/
880984,ACFN,"ACORN ENERGY, INC."
881524,VVUS,VIVUS INC
881787,CRT,CROSS TIMBERS ROYALTY TRUST
881890,ABAX,ABAXIS INC
882095,GILD,GILEAD SCIENCES INC
882104,PDLI,"PDL BIOPHARMA, INC."
882184,DHI,HORTON D R INC /DE/
882291,AEMD,AETHLON MEDICAL INC
882361,APTO,Aptose Biosciences Inc.
882508,QUIK,QUICKLOGIC Corp
882796,BCRX,BIOCRYST PHARMACEUTICALS INC
882800,PACV,"Pacific Ventures Group, Inc."
882800,PACVD,"Pacific Ventures Group, Inc."
882835,ROP,ROPER TECHNOLOGIES INC
883107,NANX,NANOPHASE TECHNOLOGIES Corp
883237,VRTS,"VIRTUS INVESTMENT PARTNERS, INC."
883237,VRTSP,"VIRTUS INVESTMENT PARTNERS, INC."
883241,SNPS,SYNOPSYS INC
883569,FOSL,"Fossil Group, Inc."
883902,CNR,"Cornerstone Building Brands, Inc."
883943,CBKC,CHRISTOPHER & BANKS CORP
883945,USAK,USA TRUCK INC
883948,AUB,Atlantic Union Bankshares Corp
883948,AUBAP,Atlantic Union Bankshares Corp
883975,MBOT,Microbot Medical Inc.
883984,ICUI,ICU MEDICAL INC/DE
884144,ASUR,ASURE SOFTWARE INC
884217,TLRD,TAILORED BRANDS INC
884219,VVI,VIAD CORP
884247,YVR,Liquid Media Group Ltd.
884269,APT,ALPHA PRO TECH LTD
884363,FNAM,"EVOLUTIONARY GENOMICS, INC."
884614,UGI,UGI CORP /PA/
884624,OFIX,Orthofix Medical Inc.
884650,IMCI,INFINITE GROUP INC
884713,COT,Primo Water Corp /CN/
884713,PRMW,Primo Water Corp /CN/
884887,RCL,ROYAL CARIBBEAN CRUISES LTD
884940,SMRT,STEIN MART INC
885074,AGHC,Aeon Global Health Corp.
885245,BKE,BUCKLE INC
885307,JCTCF,JEWETT CAMERON TRADING CO LTD
885462,GURE,"GULF RESOURCES, INC."
885508,STRS,STRATUS PROPERTIES INC
885550,CACC,CREDIT ACCEPTANCE CORP
885590,BHC,Bausch Health Companies Inc.
885639,KSS,KOHLS Corp
885725,BSX,BOSTON SCIENTIFIC CORP
885725,BSX-PA,BOSTON SCIENTIFIC CORP
885740,SPNS,SAPIENS INTERNATIONAL CORP N V
885978,USPH,U S PHYSICAL THERAPY INC /NV
886035,BGC,GENERAL CABLE CORP /DE/
886093,NUNZ,NUNZIA PHARMACEUTICAL Co
886128,FCEL,FUELCELL ENERGY INC
886136,SGA,SAGA COMMUNICATIONS INC
886137,FINL,FINISH LINE INC /IN/
886158,BBBY,BED BATH & BEYOND INC
886163,LGND,LIGAND PHARMACEUTICALS INC
886206,FC,FRANKLIN COVEY CO
886346,KAI,KADANT INC
886744,GERN,GERON CORP
886835,SPN,SUPERIOR ENERGY SERVICES INC
886977,MEOH,METHANEX CORP
886982,GS-PD,GOLDMAN SACHS GROUP INC
886982,GS-PJ,GOLDMAN SACHS GROUP INC
886982,GS-PK,GOLDMAN SACHS GROUP INC
886982,GS-PN,GOLDMAN SACHS GROUP INC
886982,FRLG,GOLDMAN SACHS GROUP INC
886982,GCE,GOLDMAN SACHS GROUP INC
886982,GS,GOLDMAN SACHS GROUP INC
886982,GS-PA,GOLDMAN SACHS GROUP INC
886982,GS-PC,GOLDMAN SACHS GROUP INC
886986,TECK,TECK RESOURCES LTD
887028,RTNTF,RIO TINTO LTD
887151,CAPS,Capstone Therapeutics Corp.
887153,SIM,GROUP SIMEC SA DE CV
887225,KEP,KOREA ELECTRIC POWER CORP
887226,PRCP,PERCEPTRON INC/MI
887247,ADMP,Adamis Pharmaceuticals Corp
887343,COLB,"COLUMBIA BANKING SYSTEM, INC."
887359,VCEL,Vericel Corp
887396,EMPR,EMPIRE PETROLEUM CORP
887596,CAKE,CHEESECAKE FACTORY INC
887730,KEM,KEMET CORP
887733,CENT,CENTRAL GARDEN & PET CO
887733,CENTA,CENTRAL GARDEN & PET CO
887905,LTC,LTC PROPERTIES INC
887919,PFBI,PREMIER FINANCIAL BANCORP INC
887921,REV,REVLON INC /DE/
887936,FCN,"FTI CONSULTING, INC"
887969,MRVC,MRV COMMUNICATIONS INC
888491,OHI,OMEGA HEALTHCARE INVESTORS INC
888504,LAYN,LAYNE CHRISTENSEN CO
888721,TRIB,TRINITY BIOTECH PLC
888746,CCU,UNITED BREWERIES CO INC
888981,NNUP,NOCOPI TECHNOLOGIES INC/MD/
889132,PKX,POSCO
889331,LFUS,LITTELFUSE INC /DE
889348,CVU,CPI AEROSTRUCTURES INC
889609,CPSS,CONSUMER PORTFOLIO SERVICES INC
889900,PTEN,PATTERSON UTI ENERGY INC
889971,LPTH,LIGHTPATH TECHNOLOGIES INC
890066,GLBZ,GLEN BURNIE BANCORP
890264,EXA,EXA CORP
890319,TCO,TAUBMAN CENTERS INC
890319,TCO-PJ,TAUBMAN CENTERS INC
890319,TCO-PK,TAUBMAN CENTERS INC
890394,MOSY,"MoSys, Inc."
890447,VTNR,Vertex Energy Inc.
890541,BLX,"FOREIGN TRADE BANK OF LATIN AMERICA, INC."
890543,IBTGF,INTERNATIONAL BARRIER TECHNOLOGY INC
890564,ASGN,ASGN Inc
890821,AMRH,"AMERI Holdings, Inc."
890926,RDN,RADIAN GROUP INC
891014,MTX,MINERALS TECHNOLOGIES INC
891024,PDCO,"PATTERSON COMPANIES, INC."
891103,MTCH,"Match Group, Inc."
891166,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC."
891293,CTIC,CTI BIOPHARMA CORP
891417,NMGX,Nano Magic Inc.
891417,PENC,Nano Magic Inc.
891478,SAN,"Banco Santander, S.A."
891478,SAN-PB,"Banco Santander, S.A."
891482,FLL,FULL HOUSE RESORTS INC
891532,PESI,PERMA FIX ENVIRONMENTAL SERVICES INC
892222,BREW,"CRAFT BREW ALLIANCE, INC."
892450,KT,KT CORP
892482,QUMU,Qumu Corp
892537,MANT,MANTECH INTERNATIONAL CORP
892553,GTLS,CHART INDUSTRIES INC
892832,SDON,SANDSTON CORP
893538,SM,SM Energy Co
893691,DOOR,MASONITE INTERNATIONAL CORP
893847,HWBK,"HAWTHORN BANCSHARES, INC."
893949,MD,"MEDNAX, INC."
894081,ATSG,"Air Transport Services Group, Inc."
894158,SYN,"Synthetic Biologics, Inc."
894315,SITC,SITE Centers Corp.
894315,SITC-PA,SITE Centers Corp.
894405,ARCB,ARCBEST CORP /DE/
894560,BOTH,BIOETHICS LTD
894627,EGY,VAALCO ENERGY INC /DE/
894671,OVBC,OHIO VALLEY BANC CORP
894871,MVEN,"theMaven, Inc."
895051,CASI,"CASI Pharmaceuticals, Inc."
895126,CHK,CHESAPEAKE ENERGY CORP
895126,CHKAQ,CHESAPEAKE ENERGY CORP
895126,CHKPQ,CHESAPEAKE ENERGY CORP
895126,CHKVP,CHESAPEAKE ENERGY CORP
895126,CHKVQ,CHESAPEAKE ENERGY CORP
895126,CHKDG,CHESAPEAKE ENERGY CORP
895126,CHKDJ,CHESAPEAKE ENERGY CORP
895126,CHKDP,CHESAPEAKE ENERGY CORP
895126,CHKGQ,CHESAPEAKE ENERGY CORP
895126,CHKLQ,CHESAPEAKE ENERGY CORP
895126,CHK-PD,CHESAPEAKE ENERGY CORP
895417,ELS,EQUITY LIFESTYLE PROPERTIES INC
895419,CREE,"CREE, INC."
895421,CNY,MORGAN STANLEY
895421,URR,MORGAN STANLEY
895421,MS-PA,MORGAN STANLEY
895421,MS-PI,MORGAN STANLEY
895421,MS-PK,MORGAN STANLEY
895421,MS-PL,MORGAN STANLEY
895421,INR,MORGAN STANLEY
895421,MLPY,MORGAN STANLEY
895421,MS,MORGAN STANLEY
895447,SCVL,SHOE CARNIVAL INC
895456,RCKY,"ROCKY BRANDS, INC."
895464,MAGAA,MAGNA LAB INC
895665,SCON,SUPERCONDUCTOR TECHNOLOGIES INC
895728,ENB,ENBRIDGE INC
895728,ENBA,ENBRIDGE INC
896156,ETH,ETHAN ALLEN INTERIORS INC
896159,CB,Chubb Ltd
896262,AMED,AMEDISYS INC
896264,USNA,USANA HEALTH SCIENCES INC
896429,USAT,USA TECHNOLOGIES INC
896429,USATP,USA TECHNOLOGIES INC
896493,DPW,"DPW Holdings, Inc."
896494,MAGS,MAGAL SECURITY SYSTEMS LTD
896622,ATR,APTARGROUP INC
896747,ABMC,AMERICAN BIO MEDICA CORP
896841,AVID,"AVID TECHNOLOGY, INC."
896878,INTU,INTUIT INC
896985,DEST,Destination Maternity Corp
896985,DESTQ,Destination Maternity Corp
897077,ALG,ALAMO GROUP INC
897078,KOAN,"Resonate Blends, Inc."
897322,GILT,GILAT SATELLITE NETWORKS LTD
897429,CHS,"CHICO'S FAS, INC."
897448,AMRN,AMARIN CORP PLC\UK
897723,SANM,SANMINA CORP
898171,UWHR,UWHARRIE CAPITAL CORP
898173,ORLY,O REILLY AUTOMOTIVE INC
898174,RGA,REINSURANCE GROUP OF AMERICA INC
898174,RZA,REINSURANCE GROUP OF AMERICA INC
898174,RZB,REINSURANCE GROUP OF AMERICA INC
898293,JBL,JABIL INC
898437,ANIK,"Anika Therapeutics, Inc."
898770,SMED,SHARPS COMPLIANCE CORP
899051,ALL,ALLSTATE CORP
899051,ALL-PB,ALLSTATE CORP
899051,ALL-PG,ALLSTATE CORP
899051,ALL-PH,ALLSTATE CORP
899051,ALL-PI,ALLSTATE CORP
899460,MNKD,MANNKIND CORP
899629,AKR,ACADIA REALTY TRUST
899689,VNO-PL,VORNADO REALTY TRUST
899689,VNO-PM,VORNADO REALTY TRUST
899689,VNO,VORNADO REALTY TRUST
899689,VNO-PK,VORNADO REALTY TRUST
899715,SKT,"TANGER FACTORY OUTLET CENTERS, INC"
899749,HR,HEALTHCARE REALTY TRUST INC
899751,TWI,TITAN INTERNATIONAL INC
899866,ALXN,"ALEXION PHARMACEUTICALS, INC."
899923,MYGN,MYRIAD GENETICS INC
900075,CPRT,COPART INC
900278,APELF,"ALPS ALPINE CO., LTD."
900278,APELY,"ALPS ALPINE CO., LTD."
900349,PERY,"PERRY ELLIS INTERNATIONAL, INC"
900391,NTZ,NATUZZI S P A
901491,PZZA,PAPA JOHNS INTERNATIONAL INC
901832,AZN,ASTRAZENECA PLC
902274,LBY,LIBBEY INC
902274,LBYYQ,LIBBEY INC
902791,BBSI,BARRETT BUSINESS SERVICES INC
903129,THRM,GENTHERM Inc
903419,ALRS,ALERUS FINANCIAL CORP
903571,GSS,GOLDEN STAR RESOURCES LTD.
903651,INOD,INNODATA INC
904325,WDGJF,JOHN WOOD GROUP PLC
904851,YPF,YPF SOCIEDAD ANONIMA
904979,SHLO,SHILOH INDUSTRIES INC
906107,EQR,EQUITY RESIDENTIAL
906163,NVR,NVR INC
906193,KTEC,KEY TECHNOLOGY INC
906338,TARO,TARO PHARMACEUTICAL INDUSTRIES LTD
906345,CPT,CAMDEN PROPERTY TRUST
906465,QCRH,QCR HOLDINGS INC
906553,BYD,BOYD GAMING CORP
906709,NKTR,NEKTAR THERAPEUTICS
907242,MCRI,MONARCH CASINO & RESORT INC
907254,BFS,"SAUL CENTERS, INC."
907254,BFS-PD,"SAUL CENTERS, INC."
907254,BFS-PE,"SAUL CENTERS, INC."
907471,CASH,META FINANCIAL GROUP INC
907654,ABIO,"ARCA biopharma, Inc."
908255,BWA,BORGWARNER INC
908256,CSHEF,CHINA ENTERPRISES LTD
908259,MATN,MATEON THERAPEUTICS INC
908311,CMCT,CIM Commercial Trust Corp
908311,CMCTP,CIM Commercial Trust Corp
908315,WINA,WINMARK CORP
908732,SHI,SINOPEC SHANGHAI PETROCHEMICAL CO LTD
908732,SPTJF,SINOPEC SHANGHAI PETROCHEMICAL CO LTD
908937,SIRI,SIRIUS XM HOLDINGS INC.
909037,SQM,CHEMICAL & MINING CO OF CHILE INC
909108,DHIL,DIAMOND HILL INVESTMENT GROUP INC
909327,SUZ,Suzano S.A.
909494,TCX,TUCOWS INC /PA/
909724,TLF,TANDY LEATHER FACTORY INC
909832,COST,COSTCO WHOLESALE CORP /NEW
910073,NYCB-PA,NEW YORK COMMUNITY BANCORP INC
910073,NYCB-PU,NEW YORK COMMUNITY BANCORP INC
910073,NYCB,NEW YORK COMMUNITY BANCORP INC
910108,LXP,LEXINGTON REALTY TRUST
910108,LXP-PC,LEXINGTON REALTY TRUST
910267,TTNP,TITAN PHARMACEUTICALS INC
910322,AF,ASTORIA FINANCIAL CORP
910329,MED,MEDIFAST INC
910406,HAIN,HAIN CELESTIAL GROUP INC
910521,DECK,DECKERS OUTDOOR CORP
910569,NORZF,NORZINC LTD.
910606,REG,REGENCY CENTERS CORP
910612,CBL,CBL & ASSOCIATES PROPERTIES INC
910631,KOF,COCA COLA FEMSA SAB DE CV
910638,DDD,3D SYSTEMS CORP
910679,WVFC,WVS FINANCIAL CORP
911109,MINI,MOBILE MINI INC
911147,CNTY,CENTURY CASINOS INC /CO/
911148,KDUS,CADUS CORP
911177,CWST,CASELLA WASTE SYSTEMS INC
911216,PTN,PALATIN TECHNOLOGIES INC
911421,PRE-PI,PARTNERRE LTD
911421,PRE-PF,PARTNERRE LTD
911421,PRE-PG,PARTNERRE LTD
911421,PRE-PH,PARTNERRE LTD
911649,SDI,STANDARD DIVERSIFIED INC.
911971,TK,TEEKAY CORP
912061,NHTC,NATURAL HEALTH TRENDS CORP
912093,VIAV,VIAVI SOLUTIONS INC.
912242,MAC,MACERICH CO
912463,GES,GUESS INC
912505,ENIA,ENEL AMERICAS S.A.
912562,ROCK,"GIBRALTAR INDUSTRIES, INC."
912593,SUI,SUN COMMUNITIES INC
912595,MAA,MID AMERICA APARTMENT COMMUNITIES INC.
912603,SCHN,"SCHNITZER STEEL INDUSTRIES, INC."
912615,URBN,URBAN OUTFITTERS INC
912728,FWRD,FORWARD AIR CORP
912752,SBGI,SINCLAIR BROADCAST GROUP INC
912766,LAUR,"LAUREATE EDUCATION, INC."
912767,UFPI,UFP INDUSTRIES INC
912833,WMAR,WEST MARINE INC
912892,TV,"GRUPO TELEVISA, S.A.B."
912958,TIGO,MILLICOM INTERNATIONAL CELLULAR SA
913059,BBAR,Banco BBVA Argentina S.A.
913142,BDC,BELDEN INC.
913144,RNR-PF,RENAISSANCERE HOLDINGS LTD
913144,RNR,RENAISSANCERE HOLDINGS LTD
913144,RNR-PE,RENAISSANCERE HOLDINGS LTD
913165,EXAC,EXACTECH INC
913241,SHOO,"STEVEN MADDEN, LTD."
913277,CLAR,Clarus Corp
913290,FRO,FRONTLINE LTD /
913341,CFFI,C & F FINANCIAL CORP
913353,CIGI,Colliers International Group Inc.
913760,SNEX,INTL FCSTONE INC.
913760,INTL,INTL FCSTONE INC.
914025,PLT,PLANTRONICS INC /CA/
914122,PPIH,"Perma-Pipe International Holdings, Inc."
914139,PRKR,PARKERVISION INC
914156,UFPT,UFP TECHNOLOGIES INC
914208,IVZ,Invesco Ltd.
914374,OKSB,SOUTHWEST BANCORP INC
914475,NBIX,NEUROCRINE BIOSCIENCES INC
914712,STCN,"Steel Connect, Inc."
915191,FAXRF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
915191,FAXXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
915191,FRFFF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
915191,FRFGF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
915191,FRFHF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
915191,FRFXF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
915191,FRFZF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
915191,FXFLF,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
915358,SGMA,SIGMATRON INTERNATIONAL INC
915389,EMN,EASTMAN CHEMICAL CO
915778,DSPG,DSP GROUP INC /DE/
915779,DAKT,DAKTRONICS INC /SD/
915840,BZH,BEAZER HOMES USA INC
915912,AVB,AVALONBAY COMMUNITIES INC
915913,ALB,ALBEMARLE CORP
916076,MLM,MARTIN MARIETTA MATERIALS INC
916365,TSCO,TRACTOR SUPPLY CO /DE/
916529,ARTX,AROTECH CORP
916540,DAR,DARLING INGREDIENTS INC.
916789,HELE,HELEN OF TROY LTD
916793,SILC,SILICOM LTD.
916907,SMBC,"SOUTHERN MISSOURI BANCORP, INC."
917225,XPL,SOLITARIO ZINC CORP.
917251,ADC,AGREE REALTY CORP
917273,RMBS,RAMBUS INC
917470,ZEUS,OLYMPIC STEEL INC
917491,FARO,FARO TECHNOLOGIES INC
917520,IART,INTEGRA LIFESCIENCES HOLDINGS CORP
917523,RVLT,"Revolution Lighting Technologies, Inc."
917851,VALE,Vale S.A.
918160,AKS,AK STEEL HOLDING CORP
918251,MPAA,MOTORCAR PARTS AMERICA INC
918541,NNBR,NN INC
918545,BISA,BALTIC INTERNATIONAL USA INC
918573,GRVE,GROOVE BOTANICALS INC.
918580,GPIC,Gaming Partners International CORP
918608,EGO,ELDORADO GOLD CORP /FI
918646,EXP,EAGLE MATERIALS INC
918965,SCSC,"SCANSOURCE, INC."
919012,AEO,AMERICAN EAGLE OUTFITTERS INC
919175,SGMD,"Sugarmade, Inc."
919864,NWIN,NORTHWEST INDIANA BANCORP
919956,DVCR,"Diversicare Healthcare Services, Inc."
920112,HTLF,HEARTLAND FINANCIAL USA INC
920112,HTLFP,HEARTLAND FINANCIAL USA INC
920148,LH,LABORATORY CORP OF AMERICA HOLDINGS
920321,CVO,"CENVEO, INC"
920371,SSD,"Simpson Manufacturing Co., Inc."
920427,UNTY,UNITY BANCORP INC /NJ/
920448,BVSN,BROADVISION INC
920448,BVSNQ,BROADVISION INC
920465,LJPC,LA JOLLA PHARMACEUTICAL CO
920522,ESS,"ESSEX PROPERTY TRUST, INC."
920760,LEN,LENNAR CORP /NEW/
920760,LENB,LENNAR CORP /NEW/
921082,HIW,"HIGHWOODS PROPERTIES, INC."
921112,LPT,LIBERTY PROPERTY TRUST
921114,ARMP,"Armata Pharmaceuticals, Inc."
921183,HMNF,HMN FINANCIAL INC
921299,FGEN,FIBROGEN INC
921557,RBCAA,REPUBLIC BANCORP INC /KY/
921560,MGPC,"Moregain Pictures, Inc."
921582,IMAX,IMAX CORP
921638,SSRM,SSR MINING INC.
921738,PENN,PENN NATIONAL GAMING INC
921825,FR,FIRST INDUSTRIAL REALTY TRUST INC
922224,PPL,PPL Corp
922224,PPX,PPL Corp
922247,CTDH,"Cyclo Therapeutics, Inc."
922330,RGUS,REGI U S INC
922358,FGP,FERRELLGAS PARTNERS L P
922487,RBPAA,ROYAL BANCSHARES OF PENNSYLVANIA INC
922521,FALC,FALCONSTOR SOFTWARE INC
922612,SMIT,SCHMITT INDUSTRIES INC
922621,ERIE,ERIE INDEMNITY CO
922864,AIV,APARTMENT INVESTMENT & MANAGEMENT CO
923120,GBX,GREENBRIER COMPANIES INC
923139,FFIC,FLUSHING FINANCIAL CORP
923571,USX,US XPRESS ENTERPRISES INC
923601,SMDM,SINGING MACHINE CO INC
923603,FCH,FelCor Lodging Trust Inc
923796,GEO,GEO GROUP INC
924095,WSCC,WATERSIDE CAPITAL CORP
924168,EFOI,"ENERGY FOCUS, INC/DE"
924383,GNSS,Genasys Inc.
924515,GTHP,GUIDED THERAPEUTICS INC
924613,NOK,NOKIA CORP
924717,SRDX,SURMODICS INC
924719,SMID,SMITH MIDLAND CORP
924805,FRHC,Freedom Holding Corp.
924822,MLR,MILLER INDUSTRIES INC /TN/
924901,CLI,MACK CALI REALTY CORP
925261,AKO-A,ANDINA BOTTLING CO INC
925261,AKO-B,ANDINA BOTTLING CO INC
925528,HDSN,HUDSON TECHNOLOGIES INC /NY
925645,CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES LTD
925660,FLXT,FLEXPOINT SENSOR SYSTEMS INC
925661,SECT,SECTOR 10 INC
925661,SECI,SECTOR 10 INC
925741,BCDA,"BioCardia, Inc."
925741,BCDAW,"BioCardia, Inc."
926042,TTM,TATA MOTORS LTD/FI
926282,ADTN,ADTRAN INC
926326,OMCL,"OMNICELL, Inc"
926423,MIND,MITCHAM INDUSTRIES INC
926423,MINDP,MITCHAM INDUSTRIES INC
926617,AWH,Aspira Women's Health Inc.
926617,VRML,Aspira Women's Health Inc.
926864,EOCCY,ENEL GENERACION CHILE S.A.
927003,AEIS,ADVANCED ENERGY INDUSTRIES INC
927066,DVA,DAVITA INC.
927355,TESS,TESSCO TECHNOLOGIES INC
927454,ADSV,"Allied Security Innovations, Inc."
927628,COF,CAPITAL ONE FINANCIAL CORP
927628,COF-PF,CAPITAL ONE FINANCIAL CORP
927628,COF-PG,CAPITAL ONE FINANCIAL CORP
927628,COF-PH,CAPITAL ONE FINANCIAL CORP
927628,COF-PJ,CAPITAL ONE FINANCIAL CORP
927653,MCK,MCKESSON CORP
927720,SBSAA,SPANISH BROADCASTING SYSTEM INC
927761,MYMX,MYMETICS CORP
927971,BMO,BANK OF MONTREAL /CAN/
928022,CPE,Callon Petroleum Co
928054,FTK,FLOTEK INDUSTRIES INC/CN/
928340,CWCO,Consolidated Water Co. Ltd.
928465,DIT,AMCON DISTRIBUTING CO
928658,CVLG,"COVENANT LOGISTICS GROUP, INC."
928658,CVTI,"COVENANT LOGISTICS GROUP, INC."
928876,TSEM,TOWER SEMICONDUCTOR LTD
928953,PRLE,PILLARSTONE CAPITAL REIT
929008,WCC,WESCO INTERNATIONAL INC
929008,WCC-PA,WESCO INTERNATIONAL INC
929058,HNP,HUANENG POWER INTERNATIONAL INC
929351,LGF-A,LIONS GATE ENTERTAINMENT CORP /CN/
929351,LGF-B,LIONS GATE ENTERTAINMENT CORP /CN/
929545,CDOR,"CONDOR HOSPITALITY TRUST, INC."
929869,RELX,RELX PLC
929940,AZPN,ASPEN TECHNOLOGY INC /DE/
930236,RWT,REDWOOD TRUST INC
930245,AASP,ALL AMERICAN SPORTPARK INC
930420,KFRC,KFORCE INC
930775,ECIA,ENCISION INC
931015,PII,Polaris Inc.
931059,RNVA,"Rennova Health, Inc."
931059,RNVAW,"Rennova Health, Inc."
931148,EAF,GRAFTECH INTERNATIONAL LTD
931336,DFODQ,DEAN FOODS CO
931427,TGS,GAS TRANSPORTER OF THE SOUTH INC
931584,USAP,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC
931799,GLYE,"GlyEco, Inc."
932021,GTLL,GLOBAL TECHNOLOGIES LTD
932470,TEO,TELECOM ARGENTINA SA
932695,CYD,CHINA YUCHAI INTERNATIONAL LTD
